"","baseMean_riborna","log2FoldChange_riborna","padj_riborna","symb","biotype","baseMean_rna","log2FoldChange_rna","padj_rna","baseMean_ribo","log2FoldChange_ribo","padj_ribo","tx_type","log10_padj_riborna","symb_deplot","nudgey","nudgex","log10_padj_riborna_flat","tx_class_IAAvsDMSO"
"ENSG00000000460.17",76.3280057758406,-0.246032093075065,0.999930075229515,"C1orf112","all genes",244.977242707488,-0.0731737618872896,0.99992116680452,23.6305797752294,-0.306337551862249,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000001036.14",298.457379467699,0.00815001704665641,0.999930075229515,"FUCA2","all genes",908.955551027224,0.113098938505221,0.99992116680452,98.6473401429039,0.12180653053785,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000001084.13",227.892910726212,0.0253986531411097,0.999930075229515,"GCLC","all genes",788.160455561747,-0.020400187263446,0.99992116680452,63.3602190588419,-0.0235684394697418,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"RNA_up"
"ENSG00000001167.14",97.0332443567611,-0.190488131394826,0.999930075229515,"NFYA","all genes",89.5260121450104,-0.278006612747005,0.99992116680452,58.3267258042658,-0.473864453221195,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000001497.16",228.110011536296,-0.310091846573487,0.999930075229515,"LAS1L","all genes",511.938562372285,-0.0275628894526134,0.99992116680452,98.6879595007471,-0.342903839363389,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000001561.7",77.1425375943961,0.476118261945871,0.999930075229515,"ENPP4","all genes",201.018101468619,-0.153420326341562,0.99992116680452,29.8205436531003,0.319015498061779,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000001630.17",201.17644479611,0.106883023820005,0.999930075229515,"CYP51A1","all genes",686.201042341457,0.054962814123464,0.99992116680452,57.1295752310493,0.162416151976463,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000002330.13",180.025013437964,-0.0834044531405938,0.999930075229515,"BAD","all genes",458.73420534334,0.107523806507079,0.99992116680452,70.8984665738603,0.0285307788583131,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000002549.12",364.046364022288,-0.180951523650638,0.999930075229515,"LAP3","all genes",1009.57973346262,0.137074991981415,0.99992116680452,132.959526464882,-0.0389324384009809,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000002745.13",132.312197455591,0.063441438043667,0.999930075229515,"WNT16","all genes",267.340436938928,0.101333757952638,0.99992116680452,61.0109901634796,0.163825685543201,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000002822.15",153.932039293923,0.00457461618182149,0.999930075229515,"MAD1L1","all genes",405.279254257497,-0.126544604493958,0.99992116680452,58.9731161930839,-0.116838934972268,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000002834.18",505.148985323393,0.0644414205250464,0.999930075229515,"LASP1","all genes",475.773788286645,0.000800623962197736,0.99992116680452,302.327735272145,0.0679064752295223,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000003056.8",272.043791758431,-0.0293312711144912,0.999930075229515,"M6PR","all genes",853.62364416724,-0.0275764465078942,0.99992116680452,86.7035014740324,-0.0434844281357176,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000003137.8",56.0987469797847,0.297780550563329,0.999930075229515,"CYP26B1","all genes",127.436074357387,-0.0620620784661714,0.99992116680452,24.0680213898279,0.252794908463245,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000003249.14",64.2738348008358,-0.167038881503453,0.999930075229515,"DBNDD1","all genes",124.790753422784,-0.082313391249002,0.99992116680452,30.2901611178224,-0.254567212146528,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000003393.15",194.044270481562,0.0386360643334572,0.999930075229515,"ALS2","all genes",763.173997042661,0.078050067760219,0.99992116680452,42.1959658662949,0.121821332987168,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000003436.16",117.628584979823,-0.042021373187229,0.999930075229515,"TFPI","all genes",321.826117883182,-0.0223766697099809,0.99992116680452,43.5276260932992,-0.0670510518965826,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000003756.17",348.188549389027,-0.136634187730265,0.999930075229515,"RBM5","all genes",1111.80531075789,-0.101754525673053,0.99992116680452,108.525807007409,-0.223210426803807,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000004059.11",649.487678368452,0.0899424452985738,0.999930075229515,"ARF5","all genes",1053.1774404782,0.0728535706120687,0.99992116680452,332.484456654267,0.168011732763337,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000004142.12",315.480521526532,0.00353977937043591,0.999930075229515,"POLDIP2","all genes",885.547619590416,-0.0726174422632203,0.99992116680452,113.838262170124,-0.0522099395977341,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000004399.12",127.197627773768,-0.0909335782760143,0.999930075229515,"PLXND1","all genes",526.545199982429,0.16868929532837,0.99992116680452,24.304653058966,0.0957609641983177,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"RNA_up"
"ENSG00000004455.17",234.326325436977,0.478295383118267,0.999930075229515,"AK2","all genes",669.470162575482,-0.0996942866144896,0.99992116680452,83.0726655523564,0.389250870365077,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000004478.8",793.489417089933,-0.141665930200474,0.999930075229515,"FKBP4","all genes",1881.26465767587,-0.00933605731790129,0.99992116680452,330.474400084096,-0.152483088825109,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000004487.16",673.545628634332,-0.0041671735370124,0.999930075229515,"KDM1A","all genes",1890.8167559514,0.00605686907624046,0.99992116680452,243.069856573898,0.0036118471697424,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000004534.15",273.424800099358,0.126757015964316,0.999930075229515,"RBM6","all genes",1029.35778283628,0.110144689425639,0.99992116680452,65.3325517659647,0.230813047673791,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000004700.16",171.660101839508,-0.33484964006313,0.999930075229515,"RECQL","all genes",582.448798478766,0.0359801319085988,0.99992116680452,49.1489082437137,-0.311581932110378,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000004779.10",460.54223548937,0.184389093885943,0.999930075229515,"NDUFAB1","all genes",705.137544808933,-0.0627879040096644,0.99992116680452,241.069496217456,0.125515243641186,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000004866.20",92.0079411783387,0.0169711743160995,0.999930075229515,"ST7","all genes",341.845623150146,0.081273130028306,0.99992116680452,22.5509676128185,0.13813922491279,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000004897.12",379.18298062415,-0.138340588457202,0.999930075229515,"CDC27","all genes",1300.09290143773,-0.0152795390259479,0.99992116680452,106.823361233077,-0.147070623319912,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"TE_down"
"ENSG00000004961.15",104.719902817207,0.00509757237000501,0.999930075229515,"HCCS","all genes",252.918332208581,-0.105639433043118,0.99992116680452,43.0361011290729,-0.113009376962466,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000004975.12",259.502086168987,-0.186997998700037,0.999930075229515,"DVL2","all genes",937.210707287199,0.180985269740143,0.99992116680452,67.0671749431028,-0.0209363168737054,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"TE_down"
"ENSG00000005001.10",129.129423470868,-0.0637758264347646,0.999930075229515,"PRSS22","all genes",198.449461861571,0.308682718097102,0.99992116680452,67.4983357162099,0.249775943862231,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000005007.12",680.419454028225,-0.119036998477713,0.999930075229515,"UPF1","all genes",1393.01345176378,0.013398579906509,0.99992116680452,311.443040835718,-0.105801081297304,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000005020.13",148.566854206722,-0.3254965626627,0.999930075229515,"SKAP2","all genes",283.033310120104,0.384566651743472,0.99992116680452,70.6915528916352,0.0600317752214995,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000005022.6",966.342645792771,-0.122645291855096,0.999930075229515,"SLC25A5","all genes",2061.82038311797,0.0971048011273944,0.99992116680452,431.664285873641,-0.0257619260181357,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000005073.6",42.6459169870241,0.517596972782349,0.999930075229515,"HOXA11","all genes",61.0898845565284,-0.164504049432186,0.99992116680452,22.8614164167376,0.35374879788307,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000005100.13",169.810516263934,-0.00823023465367072,0.999930075229515,"DHX33","all genes",293.807265516735,-0.223592767544038,0.99992116680452,84.5787242489146,-0.226514365825667,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000005156.12",132.013204698716,-0.0572298666725031,0.999930075229515,"LIG3","all genes",373.411874377963,0.0526688598311353,0.99992116680452,47.2864436215631,-0.000691174402952663,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000005175.10",157.57572525544,0.217605139789875,0.999930075229515,"RPAP3","all genes",435.857037408887,-0.0604644790028339,0.99992116680452,57.7105714492426,0.139912264380366,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000005194.15",130.979245804456,0.29671857461727,0.999930075229515,"CIAPIN1","all genes",388.654980785282,-0.0992659145923906,0.99992116680452,44.6078027411838,0.182025666209505,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000005206.17",71.077150037627,-0.0272839468788956,0.999930075229515,"SPPL2B","all genes",131.672107126917,-0.0695803685006193,0.99992116680452,34.2959117967493,-0.100336467212563,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000005339.15",494.119853408535,0.291643836568856,0.999930075229515,"CREBBP","all genes",1494.67061758371,-0.144581905646244,0.99992116680452,164.643781789873,0.146365738411172,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"TE_down"
"ENSG00000005436.14",115.234573841762,0.215820717985958,0.999930075229515,"GCFC2","all genes",419.194706816695,-0.15585123872692,0.99992116680452,29.3924847981744,0.07893343888392,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000005448.17",119.861137760368,-0.0591954661089911,0.999930075229515,"WDR54","all genes",240.154441309487,-0.0422377491881504,0.99992116680452,55.5229115911794,-0.100631621074575,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"RNA_down"
"ENSG00000005483.21",227.576256732621,-0.234617898686457,0.999930075229515,"KMT2E","all genes",949.310762037006,-0.014132015084594,0.99992116680452,42.5908970183393,-0.256815348666175,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000005486.17",244.095462199363,-0.0497074675603206,0.999930075229515,"RHBDD2","all genes",956.867212164784,-0.00474252856268958,0.99992116680452,53.4927426302044,-0.064147799443417,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"TE_down"
"ENSG00000005700.15",245.238459272319,0.0580442678147884,0.999930075229515,"IBTK","all genes",1154.28019845715,-0.0262861137015486,0.99992116680452,29.1491864729428,0.0338380126532314,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000005810.18",299.536422420214,-0.188081106381055,0.999930075229515,"MYCBP2","all genes",1182.49413146725,-0.131642286233921,0.99992116680452,64.5800282306662,-0.322964048690962,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000005812.11",143.902869622198,-0.201185658717885,0.999930075229515,"FBXL3","all genes",557.909532146468,-0.0345849187696248,0.99992116680452,32.3264928414957,-0.234634141366843,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000005882.12",112.760444977136,-0.0757310418660824,0.999930075229515,"PDK2","all genes",168.090020852483,0.0702207510122954,0.99992116680452,59.6115353893542,-0.00867601729909311,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000005884.18",1499.10464982689,0.149408264490102,0.999930075229515,"ITGA3","all genes",3773.80105919017,-0.12253786706854,0.99992116680452,596.37671720812,0.0294987569156612,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"TE_down"
"ENSG00000005889.15",136.809062040621,0.334993659969121,0.999930075229515,"ZFX","all genes",568.905645622822,-0.00497403186545412,0.99992116680452,25.8265761103421,0.32108784368128,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000005893.16",300.964208103705,0.246403302971872,0.999930075229515,"LAMP2","all genes",447.503558042175,-0.0277940357143641,0.99992116680452,159.232504191742,0.225479834110224,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000006007.12",173.124782511611,0.158992829109853,0.999930075229515,"GDE1","all genes",695.370069808555,0.0949539744970149,0.99992116680452,35.7934900289741,0.271145753532472,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000006015.17",110.14597019809,-0.00231483100947714,0.999930075229515,"REX1BD","all genes",89.1504507649511,0.237785472731625,0.99992116680452,67.781900715588,0.247873803048207,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000006016.11",72.0972427745335,0.0236808993498428,0.999930075229515,"CRLF1","all genes",135.929321168599,0.234507902332071,0.99992116680452,34.4851267723531,0.264490391386347,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000006025.12",69.8134128423505,-0.452268866253215,0.999930075229515,"OSBPL7","all genes",204.205400366726,0.0845054240042672,0.99992116680452,24.154223102865,-0.391416983796115,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000006062.17",78.6540593108946,-0.406119844642536,0.999930075229515,"MAP3K14","all genes",212.209283557557,-0.114399556278768,0.99992116680452,29.4756146185716,-0.496848056538874,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000006118.14",205.991558796946,0.00855295334188347,0.999930075229515,"TMEM132A","all genes",507.130534097372,0.212946595129882,0.99992116680452,83.3833710574249,0.235199888496354,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000006125.18",594.406493809054,-0.096419269962638,0.999930075229515,"AP2B1","all genes",1250.88436747717,0.0371276901297337,0.99992116680452,267.746734195027,-0.0607867503879955,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000006282.21",192.426526857248,-0.298596549133673,0.999930075229515,"SPATA20","all genes",818.362996526666,-0.00661013293745388,0.99992116680452,34.0084552842534,-0.323461490334054,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"RNA_up"
"ENSG00000006327.13",1329.51964853549,0.103552554077708,0.999930075229515,"TNFRSF12A","all genes",2099.36662109569,-0.147229766683397,0.99992116680452,687.749819207031,-0.04438500757536,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"RNA_up"
"ENSG00000006451.8",72.8399759362286,-0.192667411687531,0.999930075229515,"RALA","all genes",204.816355570498,0.00705080838329783,0.99992116680452,26.2491421660313,-0.195731905825916,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000006453.14",389.166326820472,-0.0156163091622346,0.999930075229515,"BAIAP2L1","all genes",1097.9511724966,-0.0231594051164851,0.99992116680452,139.743819886596,-0.0335620110258465,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000006468.14",48.2645512948151,0.474172369774235,0.999930075229515,"ETV1","all genes",104.12673235153,0.24308344311631,0.99992116680452,21.4119579724144,0.730403149572883,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"RNA_down"
"ENSG00000006530.18",97.5112714705757,-0.201381229243271,0.999930075229515,"AGK","all genes",285.142679053914,0.159676004232615,0.99992116680452,33.7338392386719,-0.0471019500484096,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000006534.16",75.1363713604961,0.460189010343563,0.999930075229515,"ALDH3B1","all genes",132.570564081861,0.0497413964908819,0.99992116680452,37.1072059097934,0.503420156825401,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000006607.14",115.025718061649,-0.0614235865864975,0.999930075229515,"FARP2","all genes",283.134898243812,-0.161329398591083,0.99992116680452,46.5861580494293,-0.225688948120962,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000006625.18",106.700708150614,-0.113831011023194,0.999930075229515,"GGCT","all genes",298.974395661446,0.0297556833361572,0.99992116680452,38.5836757328913,-0.0878115135506227,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000006652.14",160.021766698121,0.00848375705870606,0.999930075229515,"IFRD1","all genes",666.212891134217,-0.0391055403183459,0.99992116680452,30.0993574569047,-0.0320874555136215,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,NA
"ENSG00000006704.10",111.270504415628,0.21282116252848,0.999930075229515,"GTF2IRD1","all genes",414.643840777257,0.0617397583282105,0.99992116680452,27.1245788460418,0.277770130792705,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"TE_down"
"ENSG00000006712.15",261.888354134062,-0.366566213695073,0.999930075229515,"PAF1","all genes",568.191361264416,0.0698979321818343,0.99992116680452,115.804053217556,-0.305634313949815,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000006715.16",154.464762628564,0.281096848024329,0.999930075229515,"VPS41","all genes",538.137797228646,-0.0692538628432934,0.99992116680452,42.434503500512,0.19932340971985,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000006744.19",474.643140452611,0.00985048653277145,0.999930075229515,"ELAC2","all genes",1034.09004247251,-0.139350358882242,0.99992116680452,209.318296545822,-0.131766230665091,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000006831.10",148.211868480065,-0.180535030160809,0.999930075229515,"ADIPOR2","all genes",418.122337728871,0.104623746021628,0.99992116680452,53.2388956177394,-0.0910124766523412,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000007047.15",72.3601633040714,-0.492571044901975,0.999930075229515,"MARK4","all genes",181.890317267375,0.274413441791029,0.99992116680452,28.822756774632,-0.211654019189711,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000007062.11",77.565065174831,-0.0798082219159489,0.999930075229515,"PROM1","all genes",213.976609642363,-0.114333270477146,0.99992116680452,28.4674097324676,-0.182432069205424,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000007080.11",392.649242359171,0.142660930420423,0.999930075229515,"CCDC124","all genes",278.696317742015,0.0405785550361165,0.99992116680452,246.629170232376,0.176022886529194,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000007168.13",319.71683149726,-0.291308400246668,0.999930075229515,"PAFAH1B1","all genes",1062.44174370661,0.0241791877165322,0.99992116680452,94.381321448445,-0.273729583011731,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000007202.15",520.283116677141,-0.261851446295915,0.999930075229515,"KIAA0100","all genes",2631.54737247084,-0.0644251204830408,0.99992116680452,38.5843567444757,-0.31119030105684,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"TE_down"
"ENSG00000007376.8",114.840491347902,0.0112748826621815,0.999930075229515,"RPUSD1","all genes",300.477798797251,-0.0049247348665567,0.99992116680452,44.2345688395487,-0.000478274478529458,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000007392.16",98.9472095160906,0.248995997664977,0.999930075229515,"LUC7L","all genes",235.892553982399,-0.228008103825288,0.99992116680452,41.0561445347086,0.019538917027397,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000007402.11",68.266492883042,0.252355274321257,0.999930075229515,"CACNA2D2","all genes",85.1062006169474,0.224148811474573,0.99992116680452,38.2066904797139,0.47694409019154,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000007520.4",129.819243258083,0.0219681957041353,0.999930075229515,"TSR3","all genes",447.278136808168,-0.0289088330924511,0.99992116680452,36.3030679227376,-0.00764768571923706,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"RNA_up"
"ENSG00000007545.16",117.782014039989,0.0370812624314096,0.999930075229515,"CRAMP1","all genes",331.23871125636,-0.140185521030592,0.99992116680452,42.4365370398246,-0.103738457210838,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
